Code,Label
TYXP113,TYXP113 - Pressure Array Data Point 113
TYXP114,TYXP114 - Pressure Array Data Point 114
TYXP115,TYXP115 - Pressure Array Data Point 115
TYXP116,TYXP116 - Pressure Array Data Point 116
TYXP117,TYXP117 - Pressure Array Data Point 117
TYXP118,TYXP118 - Pressure Array Data Point 118
TYXP119,TYXP119 - Pressure Array Data Point 119
TYXP120,TYXP120 - Pressure Array Data Point 120
TYXP121,TYXP121 - Pressure Array Data Point 121
TYXP122,TYXP122 - Pressure Array Data Point 122
TYXP123,TYXP123 - Pressure Array Data Point 123
TYXP124,TYXP124 - Pressure Array Data Point 124
TYXP125,TYXP125 - Pressure Array Data Point 125
TYXP126,TYXP126 - Pressure Array Data Point 126
TYXP127,TYXP127 - Pressure Array Data Point 127
TYXP128,TYXP128 - Pressure Array Data Point 128
TYXP129,TYXP129 - Pressure Array Data Point 129
TYXP130,TYXP130 - Pressure Array Data Point 130
TYXP131,TYXP131 - Pressure Array Data Point 131
TYXP132,TYXP132 - Pressure Array Data Point 132
TYXP133,TYXP133 - Pressure Array Data Point 133
TYXP134,TYXP134 - Pressure Array Data Point 134
TYXP135,TYXP135 - Pressure Array Data Point 135
TYXP136,TYXP136 - Pressure Array Data Point 136
TYXP137,TYXP137 - Pressure Array Data Point 137
TYXP138,TYXP138 - Pressure Array Data Point 138
TYXP139,TYXP139 - Pressure Array Data Point 139
TYXP140,TYXP140 - Pressure Array Data Point 140
TYXP141,TYXP141 - Pressure Array Data Point 141
TYXP142,TYXP142 - Pressure Array Data Point 142
TYXP143,TYXP143 - Pressure Array Data Point 143
TYXP144,TYXP144 - Pressure Array Data Point 144
TYXP145,TYXP145 - Pressure Array Data Point 145
TYXP146,TYXP146 - Pressure Array Data Point 146
TYXP147,TYXP147 - Pressure Array Data Point 147
TYXP148,TYXP148 - Pressure Array Data Point 148
TYXP149,TYXP149 - Pressure Array Data Point 149
TYXP150,TYXP150 - Pressure Array Data Point 150
TYXP151,TYXP151 - Pressure Array Data Point 151
TYXP152,TYXP152 - Pressure Array Data Point 152
TYXP153,TYXP153 - Pressure Array Data Point 153
TYXP154,TYXP154 - Pressure Array Data Point 154
TYXP155,TYXP155 - Pressure Array Data Point 155
TYXP156,TYXP156 - Pressure Array Data Point 156
TYXP157,TYXP157 - Pressure Array Data Point 157
TYXP158,TYXP158 - Pressure Array Data Point 158
TYXP159,TYXP159 - Pressure Array Data Point 159
TYXP160,TYXP160 - Pressure Array Data Point 160
TYXP161,TYXP161 - Pressure Array Data Point 161
TYXP162,TYXP162 - Pressure Array Data Point 162
TYXP163,TYXP163 - Pressure Array Data Point 163
TYXP164,TYXP164 - Pressure Array Data Point 164
TYXP165,TYXP165 - Pressure Array Data Point 165
TYXP166,TYXP166 - Pressure Array Data Point 166
TYXP167,TYXP167 - Pressure Array Data Point 167
TYXP168,TYXP168 - Pressure Array Data Point 168
TYXP169,TYXP169 - Pressure Array Data Point 169
TYXP170,TYXP170 - Pressure Array Data Point 170
TYXP171,TYXP171 - Pressure Array Data Point 171
TYXP172,TYXP172 - Pressure Array Data Point 172
TYXP173,TYXP173 - Pressure Array Data Point 173
TYXP174,TYXP174 - Pressure Array Data Point 174
TYXP175,TYXP175 - Pressure Array Data Point 175
TYXP176,TYXP176 - Pressure Array Data Point 176
TYXP177,TYXP177 - Pressure Array Data Point 177
TYXP178,TYXP178 - Pressure Array Data Point 178
TYXP179,TYXP179 - Pressure Array Data Point 179
TYXP180,TYXP180 - Pressure Array Data Point 180
TYXP181,TYXP181 - Pressure Array Data Point 181
TYXP182,TYXP182 - Pressure Array Data Point 182
TYXP183,TYXP183 - Pressure Array Data Point 183
TYXP184,TYXP184 - Pressure Array Data Point 184
TYXP185,TYXP185 - Pressure Array Data Point 185
TYXP186,TYXP186 - Pressure Array Data Point 186
TYXP187,TYXP187 - Pressure Array Data Point 187
TYXP188,TYXP188 - Pressure Array Data Point 188
TYXP189,TYXP189 - Pressure Array Data Point 189
TYXP190,TYXP190 - Pressure Array Data Point 190
TYXP191,TYXP191 - Pressure Array Data Point 191
TYXP192,TYXP192 - Pressure Array Data Point 192
TYXP193,TYXP193 - Pressure Array Data Point 193
TYXP194,TYXP194 - Pressure Array Data Point 194
TYXP195,TYXP195 - Pressure Array Data Point 195
TYXP196,TYXP196 - Pressure Array Data Point 196
TYXP197,TYXP197 - Pressure Array Data Point 197
TYXP198,TYXP198 - Pressure Array Data Point 198
TYXP199,TYXP199 - Pressure Array Data Point 199
TYXP200,TYXP200 - Pressure Array Data Point 200
TYXP201,TYXP201 - Pressure Array Data Point 201
TYXP202,TYXP202 - Pressure Array Data Point 202
TYXP203,TYXP203 - Pressure Array Data Point 203
TYXP204,TYXP204 - Pressure Array Data Point 204
TYXP205,TYXP205 - Pressure Array Data Point 205
TYXP206,TYXP206 - Pressure Array Data Point 206
TYXP207,TYXP207 - Pressure Array Data Point 207
TYXP208,TYXP208 - Pressure Array Data Point 208
TYXP209,TYXP209 - Pressure Array Data Point 209
TYXP210,TYXP210 - Pressure Array Data Point 210
TYXP211,TYXP211 - Pressure Array Data Point 211
TYXP212,TYXP212 - Pressure Array Data Point 212
TYXP213,TYXP213 - Pressure Array Data Point 213
TYXP214,TYXP214 - Pressure Array Data Point 214
TYXP215,TYXP215 - Pressure Array Data Point 215
TYXP216,TYXP216 - Pressure Array Data Point 216
TYXP217,TYXP217 - Pressure Array Data Point 217
TYXP218,TYXP218 - Pressure Array Data Point 218
TYXP219,TYXP219 - Pressure Array Data Point 219
TYXP220,TYXP220 - Pressure Array Data Point 220
TYXP221,TYXP221 - Pressure Array Data Point 221
TYXP222,TYXP222 - Pressure Array Data Point 222
TYXP223,TYXP223 - Pressure Array Data Point 223
TYXP224,TYXP224 - Pressure Array Data Point 224
TYXP225,TYXP225 - Pressure Array Data Point 225
TYXP226,TYXP226 - Pressure Array Data Point 226
TYXP227,TYXP227 - Pressure Array Data Point 227
TYXP228,TYXP228 - Pressure Array Data Point 228
TYXP229,TYXP229 - Pressure Array Data Point 229
TYXP230,TYXP230 - Pressure Array Data Point 230
TYXP231,TYXP231 - Pressure Array Data Point 231
TYXP232,TYXP232 - Pressure Array Data Point 232
TYXP233,TYXP233 - Pressure Array Data Point 233
TYXP234,TYXP234 - Pressure Array Data Point 234
TYXP235,TYXP235 - Pressure Array Data Point 235
TYXP236,TYXP236 - Pressure Array Data Point 236
TYXP237,TYXP237 - Pressure Array Data Point 237
TYXP238,TYXP238 - Pressure Array Data Point 238
TYXP239,TYXP239 - Pressure Array Data Point 239
TYXP240,TYXP240 - Pressure Array Data Point 240
TYXP241,TYXP241 - Pressure Array Data Point 241
TYXP242,TYXP242 - Pressure Array Data Point 242
TYXP243,TYXP243 - Pressure Array Data Point 243
TYXP244,TYXP244 - Pressure Array Data Point 244
TYXP245,TYXP245 - Pressure Array Data Point 245
TYXP246,TYXP246 - Pressure Array Data Point 246
TYXP247,TYXP247 - Pressure Array Data Point 247
TYXP248,TYXP248 - Pressure Array Data Point 248
TYXP249,TYXP249 - Pressure Array Data Point 249
TYXP250,TYXP250 - Pressure Array Data Point 250
TYXP251,TYXP251 - Pressure Array Data Point 251
TYXP252,TYXP252 - Pressure Array Data Point 252
TYXP253,TYXP253 - Pressure Array Data Point 253
TYXP254,TYXP254 - Pressure Array Data Point 254
TYXP255,TYXP255 - Pressure Array Data Point 255
TYXP256,TYXP256 - Pressure Array Data Point 256
TYXA001,TYXA001 - Admittance Array Data Point 001
TYXA002,TYXA002 - Admittance Array Data Point 002
TYXA003,TYXA003 - Admittance Array Data Point 003
TYXA004,TYXA004 - Admittance Array Data Point 004
TYXA005,TYXA005 - Admittance Array Data Point 005
TYXA006,TYXA006 - Admittance Array Data Point 006
TYXA007,TYXA007 - Admittance Array Data Point 007
TYXA008,TYXA008 - Admittance Array Data Point 008
TYXA009,TYXA009 - Admittance Array Data Point 009
TYXA010,TYXA010 - Admittance Array Data Point 010
TYXA011,TYXA011 - Admittance Array Data Point 011
TYXA012,TYXA012 - Admittance Array Data Point 012
TYXA013,TYXA013 - Admittance Array Data Point 013
TYXA014,TYXA014 - Admittance Array Data Point 014
TYXA015,TYXA015 - Admittance Array Data Point 015
TYXA016,TYXA016 - Admittance Array Data Point 016
TYXA017,TYXA017 - Admittance Array Data Point 017
TYXA018,TYXA018 - Admittance Array Data Point 018
TYXA019,TYXA019 - Admittance Array Data Point 019
TYXA020,TYXA020 - Admittance Array Data Point 020
TYXA021,TYXA021 - Admittance Array Data Point 021
TYXA022,TYXA022 - Admittance Array Data Point 022
TYXA023,TYXA023 - Admittance Array Data Point 023
TYXA024,TYXA024 - Admittance Array Data Point 024
TYXA025,TYXA025 - Admittance Array Data Point 025
TYXA026,TYXA026 - Admittance Array Data Point 026
TYXA027,TYXA027 - Admittance Array Data Point 027
TYXA028,TYXA028 - Admittance Array Data Point 028
TYXA029,TYXA029 - Admittance Array Data Point 029
TYXA030,TYXA030 - Admittance Array Data Point 030
TYXA031,TYXA031 - Admittance Array Data Point 031
TYXA032,TYXA032 - Admittance Array Data Point 032
TYXA033,TYXA033 - Admittance Array Data Point 033
TYXA034,TYXA034 - Admittance Array Data Point 034
TYXA035,TYXA035 - Admittance Array Data Point 035
TYXA036,TYXA036 - Admittance Array Data Point 036
TYXA037,TYXA037 - Admittance Array Data Point 037
TYXA038,TYXA038 - Admittance Array Data Point 038
TYXA039,TYXA039 - Admittance Array Data Point 039
TYXA040,TYXA040 - Admittance Array Data Point 040
TYXA041,TYXA041 - Admittance Array Data Point 041
TYXA042,TYXA042 - Admittance Array Data Point 042
TYXA043,TYXA043 - Admittance Array Data Point 043
TYXA044,TYXA044 - Admittance Array Data Point 044
TYXA045,TYXA045 - Admittance Array Data Point 045
TYXA046,TYXA046 - Admittance Array Data Point 046
TYXA047,TYXA047 - Admittance Array Data Point 047
TYXA048,TYXA048 - Admittance Array Data Point 048
TYXA049,TYXA049 - Admittance Array Data Point 049
TYXA050,TYXA050 - Admittance Array Data Point 050
TYXA051,TYXA051 - Admittance Array Data Point 051
TYXA052,TYXA052 - Admittance Array Data Point 052
TYXA053,TYXA053 - Admittance Array Data Point 053
TYXA054,TYXA054 - Admittance Array Data Point 054
TYXA055,TYXA055 - Admittance Array Data Point 055
TYXA056,TYXA056 - Admittance Array Data Point 056
TYXA057,TYXA057 - Admittance Array Data Point 057
TYXA058,TYXA058 - Admittance Array Data Point 058
TYXA059,TYXA059 - Admittance Array Data Point 059
TYXA060,TYXA060 - Admittance Array Data Point 060
TYXA061,TYXA061 - Admittance Array Data Point 061
TYXA062,TYXA062 - Admittance Array Data Point 062
TYXA063,TYXA063 - Admittance Array Data Point 063
TYXA064,TYXA064 - Admittance Array Data Point 064
TYXA065,TYXA065 - Admittance Array Data Point 065
TYXA066,TYXA066 - Admittance Array Data Point 066
TYXA067,TYXA067 - Admittance Array Data Point 067
TYXA068,TYXA068 - Admittance Array Data Point 068
TYXA069,TYXA069 - Admittance Array Data Point 069
TYXA070,TYXA070 - Admittance Array Data Point 070
TYXA071,TYXA071 - Admittance Array Data Point 071
TYXA072,TYXA072 - Admittance Array Data Point 072
TYXA073,TYXA073 - Admittance Array Data Point 073
TYXA074,TYXA074 - Admittance Array Data Point 074
TYXA075,TYXA075 - Admittance Array Data Point 075
TYXA076,TYXA076 - Admittance Array Data Point 076
TYXA077,TYXA077 - Admittance Array Data Point 077
TYXA078,TYXA078 - Admittance Array Data Point 078
TYXA079,TYXA079 - Admittance Array Data Point 079
TYXA080,TYXA080 - Admittance Array Data Point 080
TYXA081,TYXA081 - Admittance Array Data Point 081
TYXA082,TYXA082 - Admittance Array Data Point 082
TYXA083,TYXA083 - Admittance Array Data Point 083
TYXA084,TYXA084 - Admittance Array Data Point 084
TYXA085,TYXA085 - Admittance Array Data Point 085
TYXA086,TYXA086 - Admittance Array Data Point 086
TYXA087,TYXA087 - Admittance Array Data Point 087
TYXA088,TYXA088 - Admittance Array Data Point 088
TYXA089,TYXA089 - Admittance Array Data Point 089
TYXA090,TYXA090 - Admittance Array Data Point 090
TYXA091,TYXA091 - Admittance Array Data Point 091
TYXA092,TYXA092 - Admittance Array Data Point 092
TYXA093,TYXA093 - Admittance Array Data Point 093
TYXA094,TYXA094 - Admittance Array Data Point 094
TYXA095,TYXA095 - Admittance Array Data Point 095
TYXA096,TYXA096 - Admittance Array Data Point 096
TYXA097,TYXA097 - Admittance Array Data Point 097
TYXA098,TYXA098 - Admittance Array Data Point 098
TYXA099,TYXA099 - Admittance Array Data Point 099
TYXA100,TYXA100 - Admittance Array Data Point 100
TYXA101,TYXA101 - Admittance Array Data Point 101
TYXA102,TYXA102 - Admittance Array Data Point 102
TYXA103,TYXA103 - Admittance Array Data Point 103
TYXA104,TYXA104 - Admittance Array Data Point 104
TYXA105,TYXA105 - Admittance Array Data Point 105
TYXA106,TYXA106 - Admittance Array Data Point 106
TYXA107,TYXA107 - Admittance Array Data Point 107
TYXA108,TYXA108 - Admittance Array Data Point 108
TYXA109,TYXA109 - Admittance Array Data Point 109
TYXA110,TYXA110 - Admittance Array Data Point 110
TYXA111,TYXA111 - Admittance Array Data Point 111
TYXA112,TYXA112 - Admittance Array Data Point 112
TYXA113,TYXA113 - Admittance Array Data Point 113
TYXA114,TYXA114 - Admittance Array Data Point 114
TYXA115,TYXA115 - Admittance Array Data Point 115
TYXA116,TYXA116 - Admittance Array Data Point 116
TYXA117,TYXA117 - Admittance Array Data Point 117
TYXA118,TYXA118 - Admittance Array Data Point 118
TYXA119,TYXA119 - Admittance Array Data Point 119
TYXA120,TYXA120 - Admittance Array Data Point 120
TYXA121,TYXA121 - Admittance Array Data Point 121
TYXA122,TYXA122 - Admittance Array Data Point 122
TYXA123,TYXA123 - Admittance Array Data Point 123
TYXA124,TYXA124 - Admittance Array Data Point 124
TYXA125,TYXA125 - Admittance Array Data Point 125
TYXA126,TYXA126 - Admittance Array Data Point 126
TYXA127,TYXA127 - Admittance Array Data Point 127
TYXA128,TYXA128 - Admittance Array Data Point 128
TYXA129,TYXA129 - Admittance Array Data Point 129
TYXA130,TYXA130 - Admittance Array Data Point 130
TYXA131,TYXA131 - Admittance Array Data Point 131
TYXA132,TYXA132 - Admittance Array Data Point 132
TYXA133,TYXA133 - Admittance Array Data Point 133
TYXA134,TYXA134 - Admittance Array Data Point 134
TYXA135,TYXA135 - Admittance Array Data Point 135
TYXA136,TYXA136 - Admittance Array Data Point 136
TYXA137,TYXA137 - Admittance Array Data Point 137
TYXA138,TYXA138 - Admittance Array Data Point 138
TYXA139,TYXA139 - Admittance Array Data Point 139
TYXA140,TYXA140 - Admittance Array Data Point 140
TYXA141,TYXA141 - Admittance Array Data Point 141
TYXA142,TYXA142 - Admittance Array Data Point 142
TYXA143,TYXA143 - Admittance Array Data Point 143
TYXA144,TYXA144 - Admittance Array Data Point 144
TYXA145,TYXA145 - Admittance Array Data Point 145
TYXA146,TYXA146 - Admittance Array Data Point 146
TYXA147,TYXA147 - Admittance Array Data Point 147
TYXA148,TYXA148 - Admittance Array Data Point 148
TYXA149,TYXA149 - Admittance Array Data Point 149
TYXA150,TYXA150 - Admittance Array Data Point 150
TYXA151,TYXA151 - Admittance Array Data Point 151
TYXA152,TYXA152 - Admittance Array Data Point 152
TYXA153,TYXA153 - Admittance Array Data Point 153
TYXA154,TYXA154 - Admittance Array Data Point 154
TYXA155,TYXA155 - Admittance Array Data Point 155
TYXA156,TYXA156 - Admittance Array Data Point 156
TYXA157,TYXA157 - Admittance Array Data Point 157
TYXA158,TYXA158 - Admittance Array Data Point 158
TYXA159,TYXA159 - Admittance Array Data Point 159
TYXA160,TYXA160 - Admittance Array Data Point 160
TYXA161,TYXA161 - Admittance Array Data Point 161
TYXA162,TYXA162 - Admittance Array Data Point 162
TYXA163,TYXA163 - Admittance Array Data Point 163
TYXA164,TYXA164 - Admittance Array Data Point 164
TYXA165,TYXA165 - Admittance Array Data Point 165
TYXA166,TYXA166 - Admittance Array Data Point 166
TYXA167,TYXA167 - Admittance Array Data Point 167
TYXA168,TYXA168 - Admittance Array Data Point 168
TYXA169,TYXA169 - Admittance Array Data Point 169
TYXA170,TYXA170 - Admittance Array Data Point 170
TYXA171,TYXA171 - Admittance Array Data Point 171
TYXA172,TYXA172 - Admittance Array Data Point 172
TYXA173,TYXA173 - Admittance Array Data Point 173
TYXA174,TYXA174 - Admittance Array Data Point 174
TYXA175,TYXA175 - Admittance Array Data Point 175
TYXA176,TYXA176 - Admittance Array Data Point 176
TYXA177,TYXA177 - Admittance Array Data Point 177
TYXA178,TYXA178 - Admittance Array Data Point 178
TYXA179,TYXA179 - Admittance Array Data Point 179
TYXA180,TYXA180 - Admittance Array Data Point 180
TYXA181,TYXA181 - Admittance Array Data Point 181
TYXA182,TYXA182 - Admittance Array Data Point 182
TYXA183,TYXA183 - Admittance Array Data Point 183
TYXA184,TYXA184 - Admittance Array Data Point 184
TYXA185,TYXA185 - Admittance Array Data Point 185
TYXA186,TYXA186 - Admittance Array Data Point 186
TYXA187,TYXA187 - Admittance Array Data Point 187
TYXA188,TYXA188 - Admittance Array Data Point 188
TYXA189,TYXA189 - Admittance Array Data Point 189
TYXA190,TYXA190 - Admittance Array Data Point 190
TYXA191,TYXA191 - Admittance Array Data Point 191
TYXA192,TYXA192 - Admittance Array Data Point 192
TYXA193,TYXA193 - Admittance Array Data Point 193
TYXA194,TYXA194 - Admittance Array Data Point 194
TYXA195,TYXA195 - Admittance Array Data Point 195
TYXA196,TYXA196 - Admittance Array Data Point 196
TYXA197,TYXA197 - Admittance Array Data Point 197
TYXA198,TYXA198 - Admittance Array Data Point 198
TYXA199,TYXA199 - Admittance Array Data Point 199
TYXA200,TYXA200 - Admittance Array Data Point 200
TYXA201,TYXA201 - Admittance Array Data Point 201
TYXA202,TYXA202 - Admittance Array Data Point 202
TYXA203,TYXA203 - Admittance Array Data Point 203
TYXA204,TYXA204 - Admittance Array Data Point 204
TYXA205,TYXA205 - Admittance Array Data Point 205
TYXA206,TYXA206 - Admittance Array Data Point 206
TYXA207,TYXA207 - Admittance Array Data Point 207
TYXA208,TYXA208 - Admittance Array Data Point 208
TYXA209,TYXA209 - Admittance Array Data Point 209
TYXA210,TYXA210 - Admittance Array Data Point 210
TYXA211,TYXA211 - Admittance Array Data Point 211
TYXA212,TYXA212 - Admittance Array Data Point 212
TYXA213,TYXA213 - Admittance Array Data Point 213
TYXA214,TYXA214 - Admittance Array Data Point 214
TYXA215,TYXA215 - Admittance Array Data Point 215
TYXA216,TYXA216 - Admittance Array Data Point 216
TYXA217,TYXA217 - Admittance Array Data Point 217
TYXA218,TYXA218 - Admittance Array Data Point 218
TYXA219,TYXA219 - Admittance Array Data Point 219
TYXA220,TYXA220 - Admittance Array Data Point 220
TYXA221,TYXA221 - Admittance Array Data Point 221
TYXA222,TYXA222 - Admittance Array Data Point 222
TYXA223,TYXA223 - Admittance Array Data Point 223
TYXA224,TYXA224 - Admittance Array Data Point 224
TYXA225,TYXA225 - Admittance Array Data Point 225
TYXA226,TYXA226 - Admittance Array Data Point 226
TYXA227,TYXA227 - Admittance Array Data Point 227
TYXA228,TYXA228 - Admittance Array Data Point 228
TYXA229,TYXA229 - Admittance Array Data Point 229
TYXA230,TYXA230 - Admittance Array Data Point 230
TYXA231,TYXA231 - Admittance Array Data Point 231
TYXA232,TYXA232 - Admittance Array Data Point 232
TYXA233,TYXA233 - Admittance Array Data Point 233
TYXA234,TYXA234 - Admittance Array Data Point 234
TYXA235,TYXA235 - Admittance Array Data Point 235
TYXA236,TYXA236 - Admittance Array Data Point 236
TYXA237,TYXA237 - Admittance Array Data Point 237
TYXA238,TYXA238 - Admittance Array Data Point 238
TYXA239,TYXA239 - Admittance Array Data Point 239
TYXA240,TYXA240 - Admittance Array Data Point 240
TYXA241,TYXA241 - Admittance Array Data Point 241
TYXA242,TYXA242 - Admittance Array Data Point 242
TYXA243,TYXA243 - Admittance Array Data Point 243
TYXA244,TYXA244 - Admittance Array Data Point 244
TYXA245,TYXA245 - Admittance Array Data Point 245
TYXA246,TYXA246 - Admittance Array Data Point 246
TYXA247,TYXA247 - Admittance Array Data Point 247
TYXA248,TYXA248 - Admittance Array Data Point 248
TYXA249,TYXA249 - Admittance Array Data Point 249
TYXA250,TYXA250 - Admittance Array Data Point 250
TYXA251,TYXA251 - Admittance Array Data Point 251
TYXA252,TYXA252 - Admittance Array Data Point 252
TYXA253,TYXA253 - Admittance Array Data Point 253
TYXA254,TYXA254 - Admittance Array Data Point 254
TYXA255,TYXA255 - Admittance Array Data Point 255
TYXA256,TYXA256 - Admittance Array Data Point 256
